,user_id,movie_id,rating,timestamp,date,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018
255437,19298,1772341,7,1362681299,2013-03-07 18:34:59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
238365,18108,120689,10,1362681336,2013-03-07 18:35:36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
217119,16395,1682180,6,1362681564,2013-03-07 18:39:24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
466996,35022,1615147,7,1362681961,2013-03-07 18:46:01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
212542,16116,1093357,5,1362682076,2013-03-07 18:47:56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
148958,11320,198781,8,1362682338,2013-03-07 18:52:18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
241732,18280,2083383,7,1362683365,2013-03-07 19:09:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
654548,49458,1862079,6,1362683440,2013-03-07 19:10:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
233643,17714,145487,10,1362683758,2013-03-07 19:15:58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
495389,37015,1904996,2,1362683870,2013-03-07 19:17:50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
517781,38893,425253,4,1362683975,2013-03-07 19:19:35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
361357,27248,1602620,8,1362684109,2013-03-07 19:21:49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132955,10159,469494,9,1362684336,2013-03-07 19:25:36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
551258,41464,1024648,9,1362684360,2013-03-07 19:26:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
551254,41464,443272,7,1362684414,2013-03-07 19:26:54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26581,2493,68646,9,1362684624,2013-03-07 19:30:24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
466365,34941,1440129,2,1362685008,2013-03-07 19:36:48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
556055,41788,418689,8,1362685179,2013-03-07 19:39:39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
277512,20979,1853728,8,1362685627,2013-03-07 19:47:07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
513717,38584,41175,1,1362686236,2013-03-07 19:57:16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
261995,19904,1235522,7,1362686251,2013-03-07 19:57:31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
435175,32569,1559547,5,1362686333,2013-03-07 19:58:53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2038,131,454876,8,1362686374,2013-03-07 19:59:34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
684550,52021,814331,1,1362686543,2013-03-07 20:02:23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
434630,32526,1629757,7,1362686741,2013-03-07 20:05:41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
493393,36891,1726669,6,1362687242,2013-03-07 20:14:02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
493384,36891,463854,6,1362687262,2013-03-07 20:14:22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165687,12725,104952,9,1362687538,2013-03-07 20:18:58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7021,625,1371111,9,1362687629,2013-03-07 20:20:29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
298717,22611,1559547,6,1362687645,2013-03-07 20:20:45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
457869,34213,1856014,7,1362687723,2013-03-07 20:22:03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
262443,19927,1702439,2,1362687784,2013-03-07 20:23:04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
518318,38930,364569,8,1362687828,2013-03-07 20:23:48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
629274,47406,1024648,8,1362687847,2013-03-07 20:24:07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
629273,47406,68646,10,1362687875,2013-03-07 20:24:35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101839,7895,1104001,7,1362687944,2013-03-07 20:25:44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
607628,45682,119822,9,1362688342,2013-03-07 20:32:22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
419810,31608,1655442,7,1362688357,2013-03-07 20:32:37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
676932,51395,1584016,7,1362688366,2013-03-07 20:32:46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165689,12725,1907668,6,1362688432,2013-03-07 20:33:52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
297941,22578,1713476,4,1362688622,2013-03-07 20:37:02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165688,12725,1790885,9,1362688654,2013-03-07 20:37:34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
235732,17902,1142977,9,1362689022,2013-03-07 20:43:42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65750,5117,92067,8,1362689063,2013-03-07 20:44:23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
235735,17902,1594562,8,1362689069,2013-03-07 20:44:29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
709179,53744,1584016,7,1362689158,2013-03-07 20:45:58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
188466,14569,1276419,7,1362689191,2013-03-07 20:46:31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
709181,53744,2125435,8,1362689209,2013-03-07 20:46:49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
709177,53744,454876,8,1362689231,2013-03-07 20:47:11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
466570,34975,1623205,7,1362689305,2013-03-07 20:48:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
560019,42057,97165,8,1362689345,2013-03-07 20:49:05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
311123,23577,97165,8,1362689366,2013-03-07 20:49:26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282154,21323,923752,7,1362689383,2013-03-07 20:49:43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
331464,24999,887912,3,1362689409,2013-03-07 20:50:09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
709180,53744,1853728,8,1362689409,2013-03-07 20:50:09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10376,931,187393,8,1362689439,2013-03-07 20:50:39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
374902,28268,1024648,7,1362689468,2013-03-07 20:51:08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
343020,26060,1758692,8,1362689487,2013-03-07 20:51:27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
606522,45576,1682180,9,1362689641,2013-03-07 20:54:01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
583856,43641,1560747,5,1362689722,2013-03-07 20:55:22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107530,8336,1907668,8,1362689821,2013-03-07 20:57:01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166867,12792,1045658,8,1362689996,2013-03-07 20:59:56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
603970,45402,1024648,7,1362689996,2013-03-07 20:59:56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
624703,47042,1234719,7,1362690061,2013-03-07 21:01:01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
687495,52211,1758830,8,1362690100,2013-03-07 21:01:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
310741,23529,1024648,8,1362690154,2013-03-07 21:02:34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
334661,25265,892318,7,1362690161,2013-03-07 21:02:41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
235739,17902,1862079,9,1362690433,2013-03-07 21:07:13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
547371,41134,457355,2,1362690495,2013-03-07 21:08:15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
121015,9393,1194173,7,1362690894,2013-03-07 21:14:54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
557747,41905,1904996,7,1362690910,2013-03-07 21:15:10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
174563,13420,99277,7,1362690914,2013-03-07 21:15:14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
569846,42768,892255,9,1362690961,2013-03-07 21:16:01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
560031,42057,110912,10,1362691137,2013-03-07 21:18:57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73029,5609,1345836,9,1362691372,2013-03-07 21:22:52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
560117,42057,848228,7,1362691752,2013-03-07 21:29:12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
492778,36840,1623205,6,1362692124,2013-03-07 21:35:24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
686471,52127,1176252,7,1362692232,2013-03-07 21:37:12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
394035,29747,1595656,5,1362692245,2013-03-07 21:37:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283749,21462,454876,9,1362692435,2013-03-07 21:40:35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
421348,31703,970179,7,1362692444,2013-03-07 21:40:44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14962,1398,903624,7,1362692466,2013-03-07 21:41:06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
98438,7572,472181,10,1362692706,2013-03-07 21:45:06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159718,12090,857190,2,1362692758,2013-03-07 21:45:58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72488,5570,119822,10,1362692760,2013-03-07 21:46:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
668775,50639,2023587,4,1362692767,2013-03-07 21:46:07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
672916,50999,1024648,9,1362692771,2013-03-07 21:46:11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
414561,31181,2748368,10,1362693081,2013-03-07 21:51:21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
340258,25718,1606378,6,1362693185,2013-03-07 21:53:05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
340263,25718,1758830,7,1362693200,2013-03-07 21:53:20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
674559,51201,1623205,6,1362693206,2013-03-07 21:53:26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
298053,22578,2341664,3,1362693268,2013-03-07 21:54:28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
274099,20648,110413,10,1362693355,2013-03-07 21:55:55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240507,18245,1606378,7,1362693374,2013-03-07 21:56:14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
406207,30628,1195478,8,1362693455,2013-03-07 21:57:35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12081,1099,1446192,8,1362693468,2013-03-07 21:57:48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
616905,46415,1588334,7,1362693521,2013-03-07 21:58:41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51958,4148,1567609,8,1362693657,2013-03-07 22:00:57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
677301,51428,1611224,6,1362693708,2013-03-07 22:01:48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
676171,51320,1234719,9,1362693791,2013-03-07 22:03:11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
266996,20181,343818,10,1362693810,2013-03-07 22:03:30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
97905,7530,304415,7,1362693832,2013-03-07 22:03:52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
155904,11775,1133985,9,1362694311,2013-03-07 22:11:51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
235249,17865,1045658,8,1362694334,2013-03-07 22:12:14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34367,3036,1127180,10,1362694376,2013-03-07 22:12:56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
653111,49321,1623745,6,1362694402,2013-03-07 22:13:22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45414,3808,117731,8,1362694523,2013-03-07 22:15:23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45475,3808,253997,9,1362694552,2013-03-07 22:15:52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45397,3808,104361,8,1362694575,2013-03-07 22:16:15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45451,3808,252591,8,1362694596,2013-03-07 22:16:36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45463,3808,253614,8,1362694637,2013-03-07 22:17:17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45446,3808,252490,8,1362694674,2013-03-07 22:17:54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45445,3808,252489,8,1362694700,2013-03-07 22:18:20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
275671,20760,2023587,4,1362694723,2013-03-07 22:18:43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45407,3808,112691,8,1362694756,2013-03-07 22:19:16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45459,3808,252695,8,1362694776,2013-03-07 22:19:36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45470,3808,253779,8,1362694797,2013-03-07 22:19:57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45398,3808,105793,7,1362694915,2013-03-07 22:21:55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
681887,51843,1045658,7,1362694933,2013-03-07 22:22:13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45416,3808,119164,7,1362694940,2013-03-07 22:22:20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50233,4013,1959332,2,1362694964,2013-03-07 22:22:44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45376,3808,45709,8,1362694964,2013-03-07 22:22:44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45378,3808,51701,8,1362694997,2013-03-07 22:23:17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45377,3808,50111,8,1362695025,2013-03-07 22:23:45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55889,4434,1648179,6,1362695046,2013-03-07 22:24:06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45393,3808,101414,8,1362695240,2013-03-07 22:27:20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45392,3808,97757,8,1362695262,2013-03-07 22:27:42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45375,3808,29583,8,1362695291,2013-03-07 22:28:11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45547,3808,1245104,9,1362695311,2013-03-07 22:28:31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45387,3808,87291,7,1362695332,2013-03-07 22:28:52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45579,3808,2340678,8,1362695351,2013-03-07 22:29:11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
226775,17170,1371111,4,1362695367,2013-03-07 22:29:27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45575,3808,1675852,7,1362695376,2013-03-07 22:29:36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45419,3808,120844,6,1362695405,2013-03-07 22:30:05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
226783,17170,1790885,3,1362695499,2013-03-07 22:31:39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45465,3808,253621,8,1362695558,2013-03-07 22:32:38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45461,3808,253420,7,1362695593,2013-03-07 22:33:13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45499,3808,381681,8,1362695657,2013-03-07 22:34:17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45474,3808,253991,8,1362695674,2013-03-07 22:34:34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
627806,47266,1772341,7,1362695770,2013-03-07 22:36:10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45518,3808,494823,7,1362695822,2013-03-07 22:37:02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63144,4933,475937,7,1362696120,2013-03-07 22:42:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63145,4933,1459013,7,1362696157,2013-03-07 22:42:37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
593435,44484,67756,6,1362696157,2013-03-07 22:42:37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
601634,45254,1217209,7,1362696164,2013-03-07 22:42:44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45512,3808,470883,6,1362696201,2013-03-07 22:43:21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45388,3808,87298,6,1362696232,2013-03-07 22:43:52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
403624,30530,1682940,7,1362696232,2013-03-07 22:43:52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45380,3808,83972,6,1362696245,2013-03-07 22:44:05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45406,3808,112642,6,1362696262,2013-03-07 22:44:22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45493,3808,357277,5,1362696279,2013-03-07 22:44:39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
475652,35511,62622,9,1362696285,2013-03-07 22:44:45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45420,3808,123755,7,1362696318,2013-03-07 22:45:18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45425,3808,160184,5,1362696337,2013-03-07 22:45:37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
475117,35468,1213644,4,1362696351,2013-03-07 22:45:51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45404,3808,112471,8,1362696364,2013-03-07 22:46:04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45411,3808,114563,7,1362696475,2013-03-07 22:47:55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45441,3808,252388,7,1362696512,2013-03-07 22:48:32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45410,3808,113568,8,1362696529,2013-03-07 22:48:49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45543,3808,1174954,7,1362696550,2013-03-07 22:49:10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45538,3808,1043842,7,1362696645,2013-03-07 22:50:45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45468,3808,253639,7,1362696673,2013-03-07 22:51:13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88196,6757,1964624,8,1362696697,2013-03-07 22:51:37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45444,3808,252488,8,1362696700,2013-03-07 22:51:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45433,3808,216986,7,1362696716,2013-03-07 22:51:56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
606381,45561,119822,8,1362696757,2013-03-07 22:52:37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45457,3808,252607,7,1362696793,2013-03-07 22:53:13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45449,3808,252562,7,1362696890,2013-03-07 22:54:50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45471,3808,253790,7,1362696908,2013-03-07 22:55:08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45439,3808,252360,7,1362696944,2013-03-07 22:55:44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
139354,10513,1392170,8,1362696980,2013-03-07 22:56:20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45469,3808,253670,6,1362696988,2013-03-07 22:56:28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
145047,10973,2046090,4,1362696998,2013-03-07 22:56:38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45464,3808,253615,7,1362697007,2013-03-07 22:56:47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45453,3808,252596,7,1362697023,2013-03-07 22:57:03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45452,3808,252592,7,1362697040,2013-03-07 22:57:20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45462,3808,253499,7,1362697082,2013-03-07 22:58:02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45437,3808,252245,7,1362697105,2013-03-07 22:58:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45455,3808,252600,7,1362697148,2013-03-07 22:59:08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45428,3808,182916,7,1362697178,2013-03-07 22:59:38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45450,3808,252589,7,1362697195,2013-03-07 22:59:55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45440,3808,252361,8,1362697213,2013-03-07 23:00:13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45442,3808,252468,7,1362697231,2013-03-07 23:00:31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45454,3808,252597,8,1362697314,2013-03-07 23:01:54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45460,3808,253143,8,1362697328,2013-03-07 23:02:08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45438,3808,252249,7,1362697341,2013-03-07 23:02:21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45472,3808,253828,9,1362697365,2013-03-07 23:02:45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45443,3808,252487,9,1362697394,2013-03-07 23:03:14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45447,3808,252496,7,1362697406,2013-03-07 23:03:26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45467,3808,253623,7,1362697423,2013-03-07 23:03:43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45466,3808,253622,8,1362697438,2013-03-07 23:03:58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45458,3808,252619,8,1362697451,2013-03-07 23:04:11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45448,3808,252499,7,1362697467,2013-03-07 23:04:27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45403,3808,112461,7,1362697519,2013-03-07 23:05:19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11337,1047,1682180,7,1362697678,2013-03-07 23:07:58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
331415,24999,298203,5,1362698080,2013-03-07 23:14:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
331409,24999,257044,2,1362698229,2013-03-07 23:17:09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
331349,24999,83987,6,1362698274,2013-03-07 23:17:54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
661154,50003,923752,7,1362698335,2013-03-07 23:18:55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
482290,36037,1853728,10,1362698428,2013-03-07 23:20:28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
545719,40966,455407,6,1362698433,2013-03-07 23:20:33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110862,8638,1623205,7,1362698848,2013-03-07 23:27:28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
656040,49549,1853728,8,1362699299,2013-03-07 23:34:59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
413368,31081,1045658,8,1362699353,2013-03-07 23:35:53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
445001,33348,1258972,4,1362699552,2013-03-07 23:39:12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105362,8175,245429,10,1362699566,2013-03-07 23:39:26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
361730,27263,882977,6,1362699572,2013-03-07 23:39:32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
430510,32333,379725,7,1362699678,2013-03-07 23:41:18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
245198,18576,1606378,10,1362699766,2013-03-07 23:42:46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
588082,43993,2091473,8,1362699937,2013-03-07 23:45:37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283756,21462,1045658,7,1362700151,2013-03-07 23:49:11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
285689,21613,86250,8,1362700170,2013-03-07 23:49:30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
