ID,Promotion,purchase,V1,V2,V3,V4,V5,V6,V7
53657,No,0,3,24.9087913,-1.4248168,1,2,2,2
53658,Yes,0,1,33.2815773,1.08593908,1,3,1,2
53659,Yes,0,1,30.1536809,1.51882802,2,2,3,1
53660,Yes,0,2,29.8116671,0.99936129,2,3,4,2
53661,No,0,0,23.5669878,1.08593908,2,3,2,2
53668,No,0,2,22.0053348,-1.6845501,2,3,1,2
53672,Yes,0,2,31.5903939,-0.2127277,1,2,3,2
53673,Yes,0,1,32.1175909,1.43225023,2,3,1,2
53675,No,0,2,25.4212966,1.6919836,2,3,2,2
53676,Yes,0,1,35.4519196,0.82620572,2,3,2,2
53677,No,0,1,24.4068051,0.30673899,2,2,3,2
53681,Yes,0,2,21.8788578,-0.9919278,2,1,4,2
53682,No,0,1,37.5061575,-0.6456167,2,1,4,2
53686,Yes,0,1,31.4601434,1.34567245,2,4,4,1
53687,Yes,0,2,32.5817852,1.60540581,2,3,3,2
53689,Yes,0,3,28.1672375,0.47989457,1,3,2,2
53690,Yes,0,3,27.1202701,-0.9919278,1,2,4,1
53692,No,0,2,22.8625797,0.13358341,2,3,3,2
53693,Yes,0,1,34.9045293,-0.9919278,2,2,4,2
53695,No,0,2,24.9629264,-0.6456167,1,3,3,2
53696,No,0,2,36.0979114,0.39331678,1,2,1,1
53697,No,0,2,33.1473093,-0.3858833,2,3,1,2
53698,Yes,0,2,16.7351446,-1.338239,2,1,4,1
53699,Yes,0,1,29.4439824,-1.338239,2,4,4,2
53700,Yes,0,3,19.7169667,-0.5590389,2,3,3,2
53701,No,0,2,18.4553803,-1.4248168,1,1,1,2
53702,No,0,1,37.1233729,0.99936129,1,3,2,1
53703,No,0,2,30.8546133,1.60540581,2,3,1,2
53706,No,0,2,30.6442176,-0.2127277,1,2,4,2
53707,Yes,0,2,26.0194071,0.39331678,2,3,1,1
53708,No,0,1,36.3317219,-1.5113946,1,2,1,1
53710,No,0,1,31.5736126,-0.0395722,2,1,4,2
53712,No,0,2,25.3553268,1.25909466,2,3,3,2
53713,No,0,2,32.3625369,-0.6456167,2,3,1,2
53715,No,0,2,32.4121212,-1.4248168,2,1,2,1
53716,No,0,1,30.8738239,-0.0395722,2,2,1,1
53718,Yes,0,1,34.6241069,0.73962793,2,2,3,2
53719,No,0,1,24.1551389,0.13358341,2,3,1,1
53721,No,0,3,27.7706183,-0.12615,1,1,4,1
53722,Yes,0,2,36.6242902,0.30673899,2,1,4,2
53723,No,0,0,36.36474,1.25909466,1,3,3,2
53724,Yes,0,0,32.5922886,-0.2127277,1,2,3,2
53726,Yes,0,2,26.0878213,0.82620572,1,2,2,2
53727,Yes,0,2,24.1775303,-0.7321945,2,2,4,2
53728,No,0,3,27.5482017,1.17251687,2,2,4,2
53729,Yes,0,1,28.9783624,1.60540581,2,3,2,2
53730,No,0,2,29.9363029,-0.0395722,1,2,1,2
53731,Yes,0,2,35.2159062,-1.1650834,2,2,4,2
53732,Yes,0,1,32.5584982,-1.2516612,1,3,1,2
53733,No,0,3,35.1197171,-1.5979723,2,3,1,2
53735,Yes,0,2,28.7418105,0.73962793,2,3,4,2
53736,Yes,0,2,40.5787351,1.6919836,2,2,4,1
53737,Yes,0,1,27.6274109,0.04700562,2,3,3,2
53738,Yes,0,0,24.6818247,-1.1650834,2,2,1,1
53739,Yes,0,1,33.756,-0.9919278,2,4,4,2
53741,No,0,2,32.4328771,-1.5979723,2,3,2,2
53743,No,0,1,31.9575209,-1.0785056,1,3,2,2
53744,Yes,0,2,36.4348612,-0.6456167,2,2,1,2
53746,Yes,0,0,30.3786884,0.30673899,2,1,4,2
53747,No,0,1,24.953307,0.91278351,2,2,4,2
53748,Yes,0,1,24.9245027,0.47989457,2,2,4,2
53749,Yes,0,2,23.3572268,-0.9919278,1,3,2,1
53750,Yes,1,1,29.0750053,-0.5590389,2,3,2,2
53752,Yes,0,1,31.7829855,1.25909466,1,1,3,1
53753,No,0,1,25.6562655,0.2201612,2,2,3,1
53754,No,0,1,20.8831456,0.30673899,1,1,4,2
53755,Yes,0,1,25.7085846,-0.5590389,2,2,1,2
53756,Yes,0,2,42.5635263,-0.2993055,2,2,2,2
53758,No,1,0,18.1775238,-0.7321945,2,3,2,1
53759,Yes,0,3,27.0949575,-1.0785056,2,3,1,1
53760,Yes,0,1,30.9470981,0.47989457,2,1,2,1
53762,Yes,0,3,28.1058626,-1.2516612,2,2,2,2
53763,No,0,2,21.8875428,1.6919836,2,3,2,1
53764,Yes,0,1,28.2880446,-0.8187723,2,3,2,1
53765,No,0,1,26.2917645,0.04700562,2,1,3,1
53766,No,0,2,31.3356797,0.65305014,1,2,2,2
53767,Yes,0,0,33.2102432,-0.3858833,2,3,4,2
53769,No,0,0,39.3374735,0.73962793,2,3,2,2
53770,No,0,1,25.5727578,-0.2993055,2,3,2,2
53771,Yes,0,1,17.6455874,-1.1650834,2,4,1,2
53772,No,0,0,30.0745153,-0.12615,1,1,3,2
53773,No,0,2,38.6830564,0.73962793,2,3,1,2
53775,Yes,0,1,28.4583668,0.99936129,1,2,1,2
53776,No,0,1,19.5375295,-1.5979723,2,3,3,2
53777,No,0,1,33.6768793,-0.90535,2,3,2,2
53778,Yes,0,2,26.5293957,0.2201612,2,2,1,2
53779,Yes,0,3,22.8441092,-1.4248168,2,3,3,2
53780,Yes,0,1,36.6690673,-0.9919278,1,3,2,2
53781,Yes,0,3,28.7890187,-1.2516612,1,3,2,2
53783,No,0,1,35.0760937,-1.1650834,2,2,2,1
53785,Yes,0,3,34.9220289,1.17251687,2,2,2,2
53786,Yes,0,0,26.0386762,0.91278351,2,2,2,2
53787,No,0,2,26.7618577,1.51882802,2,2,1,2
53788,No,0,3,34.5064531,0.56647235,1,2,4,2
53791,Yes,0,2,33.2822403,1.08593908,2,2,2,2
53792,No,0,2,34.7426201,0.99936129,2,2,4,2
53794,No,0,1,40.7240166,0.82620572,2,4,1,2
53795,No,0,3,26.0801296,0.82620572,2,3,4,1
53796,No,0,2,27.5313607,-1.2516612,1,2,3,2
53797,No,0,2,32.8804908,0.39331678,1,2,3,1
53798,Yes,0,0,24.1598039,0.65305014,2,2,1,2
53799,No,0,2,24.9602344,0.39331678,2,1,1,2
53800,Yes,0,2,32.2269151,-0.12615,2,3,4,2
53801,No,0,1,21.4066453,0.73962793,2,2,1,2
53802,No,0,2,26.8831308,-1.5979723,2,3,1,2
53803,Yes,0,2,25.8462958,-0.9919278,2,3,1,2
53804,No,0,2,34.9956716,1.6919836,2,4,1,2
53806,No,0,2,31.2846598,0.04700562,2,2,1,2
53809,No,0,1,38.0572104,0.56647235,2,3,4,2
53810,Yes,0,1,29.667639,0.65305014,2,2,3,1
53811,No,0,1,24.5438457,0.39331678,1,3,2,1
53812,Yes,0,1,24.8054843,-0.2993055,2,1,1,2
53813,Yes,0,2,25.4221051,-1.6845501,2,3,1,2
53814,No,0,2,27.1562268,0.73962793,2,1,1,1
53815,Yes,0,1,26.033461,1.60540581,2,3,4,2
53816,Yes,0,1,26.4155751,0.39331678,2,2,4,2
53819,No,0,2,20.3391946,-0.2993055,2,2,4,2
53820,Yes,0,1,35.7917239,-0.90535,2,2,2,2
53821,No,0,2,37.4745254,1.43225023,2,4,3,2
53822,Yes,0,2,37.5341291,1.25909466,2,2,2,2
53823,No,0,2,31.7441757,0.2201612,1,3,4,2
53824,Yes,0,3,28.748698,-1.1650834,2,2,3,2
53827,No,0,2,35.8062094,-0.2993055,2,3,3,2
53829,No,0,2,29.0548643,0.99936129,2,2,3,2
53830,No,0,2,27.5874486,0.82620572,1,3,4,2
53831,No,0,0,33.4942845,0.2201612,2,1,3,2
53834,Yes,0,2,28.1087248,-1.1650834,2,2,1,2
53835,Yes,0,1,25.0019228,1.43225023,2,1,3,1
53836,Yes,0,2,31.5930605,1.25909466,2,3,3,2
53837,Yes,0,0,25.6618266,0.2201612,2,2,4,2
53838,No,0,1,20.5333535,0.82620572,2,2,1,1
53839,Yes,0,2,25.650236,0.65305014,2,3,1,2
53840,Yes,0,2,24.9588949,1.6919836,2,1,4,2
53842,No,0,1,25.2223461,0.47989457,2,1,1,1
53843,Yes,0,2,18.5647292,-0.9919278,2,4,1,1
53845,Yes,0,2,32.2351923,-1.5979723,2,2,2,2
53846,No,0,1,26.7986787,-1.2516612,2,1,4,2
53848,Yes,0,2,32.6721225,0.13358341,1,3,1,2
53851,No,0,3,33.8517627,0.30673899,2,1,1,2
53852,Yes,0,1,33.9389146,-0.90535,1,3,3,2
53853,Yes,0,1,32.9556441,0.56647235,2,1,2,2
53854,Yes,0,1,32.5026975,1.17251687,2,3,2,2
53857,No,0,1,23.3699417,0.73962793,2,3,3,2
53858,No,0,0,34.0395842,0.13358341,2,2,1,2
53859,No,0,2,23.6847689,-0.5590389,2,2,2,2
53860,Yes,0,2,27.3725679,-0.90535,2,3,2,1
53861,No,0,1,31.8235286,-0.5590389,1,3,4,2
53862,Yes,0,2,24.3471324,1.43225023,1,1,1,2
53863,No,0,1,28.5266039,1.43225023,2,2,2,2
53864,Yes,0,2,32.0964208,-1.338239,1,3,3,2
53866,No,0,2,26.9732365,-0.12615,2,2,2,2
53867,Yes,0,0,33.5771538,1.34567245,2,3,4,2
53868,Yes,0,1,31.9323672,0.73962793,1,2,4,2
53871,Yes,0,1,24.5395125,-0.0395722,2,3,4,2
53872,No,0,2,33.4366946,-0.5590389,2,2,4,2
53873,No,0,1,35.0927135,-1.4248168,2,3,1,2
53876,Yes,0,1,28.8550337,1.34567245,2,3,4,1
53881,No,0,3,33.031931,0.99936129,2,2,1,2
53882,No,0,3,30.4998422,-1.1650834,2,4,2,1
53883,Yes,0,2,23.3446454,-1.338239,1,1,1,1
53886,Yes,0,1,25.9487316,1.08593908,1,3,4,2
53887,Yes,0,1,31.4269363,0.56647235,2,1,3,2
53888,Yes,0,1,31.350364,-0.3858833,2,3,1,2
53889,No,0,1,27.9154819,0.39331678,1,3,2,1
53890,No,0,3,33.8020837,-0.6456167,2,2,1,2
53894,No,0,1,29.5922761,1.25909466,2,3,2,2
53895,Yes,0,0,33.2346689,1.34567245,2,3,4,1
53896,No,0,0,41.2621438,0.04700562,1,2,3,2
53898,Yes,0,3,28.0676809,-1.5113946,2,1,4,2
53900,No,0,2,30.535197,0.04700562,2,1,4,2
53903,Yes,0,0,29.8604263,-0.12615,1,1,1,2
53904,No,0,1,22.8238737,0.39331678,2,3,4,2
53905,Yes,0,1,32.4887148,-0.90535,2,3,3,1
53907,Yes,0,2,22.5260111,0.47989457,1,2,1,1
53908,Yes,0,2,26.8917525,0.82620572,2,2,3,2
53910,Yes,0,3,31.5003061,-0.2993055,2,3,4,2
53913,Yes,0,2,31.830756,-0.90535,2,3,2,2
53914,Yes,0,2,31.1748132,1.60540581,2,3,1,1
53915,No,0,2,26.9434055,1.43225023,2,2,4,1
53916,Yes,0,3,31.659054,-0.90535,2,2,3,1
53917,No,0,1,26.1028347,-0.5590389,2,2,4,2
53918,No,0,1,32.5862046,-0.3858833,1,2,3,1
53919,Yes,0,0,28.9393859,-0.12615,1,3,3,2
53921,No,0,0,31.4637793,-0.90535,2,3,2,1
53922,No,0,1,34.1713396,-1.338239,1,1,3,1
53923,No,0,2,31.0823745,-1.5979723,1,1,4,2
53924,Yes,0,1,25.571424,0.2201612,2,2,4,1
53925,No,0,1,34.5074523,-0.6456167,1,1,4,1
53926,No,0,1,24.7560804,0.65305014,1,2,2,2
53927,Yes,0,1,40.2975664,-1.338239,2,3,1,2
53928,No,0,2,20.9754031,1.08593908,2,3,4,2
53929,Yes,0,2,34.4587631,-0.7321945,1,3,3,2
53931,Yes,0,2,28.0759883,1.08593908,1,1,4,2
53933,No,0,2,30.5237099,-1.5113946,1,2,1,2
53935,No,0,2,33.4538398,0.04700562,1,1,2,2
53936,Yes,0,2,30.6704322,-0.6456167,2,3,1,1
53937,Yes,0,3,20.9229627,0.91278351,2,1,1,2
53938,Yes,0,1,24.8842275,-1.0785056,2,2,2,1
53939,No,0,1,37.9889215,-1.5979723,2,3,2,1
53941,No,0,2,32.0055503,1.6919836,2,2,4,2
53943,Yes,0,2,33.2635601,0.04700562,2,4,1,2
53944,No,0,2,31.2908825,-0.8187723,2,4,3,2
53945,Yes,0,1,26.9545352,-1.338239,2,3,3,1
53946,Yes,0,0,27.1101962,-0.0395722,1,3,1,2
53947,Yes,0,1,21.4647544,1.17251687,1,2,2,2
53950,No,0,3,29.6458242,-0.2127277,1,3,4,1
53952,Yes,0,1,38.6074232,-0.90535,2,3,1,1
53953,No,0,3,25.0496043,-1.5979723,2,3,2,2
53955,No,0,3,26.2682268,1.17251687,2,4,1,1
53961,Yes,0,3,34.5575537,0.82620572,2,3,1,2
53962,Yes,0,3,29.1893978,1.34567245,2,2,1,2
53965,Yes,0,2,39.4434255,-0.12615,2,3,1,2
53966,No,0,2,38.6442604,-0.8187723,2,2,3,2
53968,Yes,0,2,27.2281863,-0.12615,1,3,2,2
53969,No,0,3,24.2981307,0.39331678,2,1,4,2
53970,Yes,0,1,31.7332894,1.51882802,1,2,2,1
53971,Yes,0,1,32.3949877,-1.6845501,2,2,4,1
53972,No,0,1,29.8607966,0.39331678,1,3,3,2
53976,No,0,0,32.6877927,0.04700562,1,2,1,1
53977,No,0,3,27.5645377,-0.5590389,2,3,4,2
53978,Yes,0,1,33.1261476,1.43225023,1,2,4,2
53981,Yes,0,2,35.0071918,-1.338239,1,3,4,2
53983,No,0,2,43.5142395,-0.90535,1,2,4,2
53984,No,0,2,29.6434809,0.82620572,1,4,1,2
53985,No,0,2,30.270717,1.25909466,2,2,4,1
53987,No,0,3,31.6832714,0.99936129,1,3,2,2
53988,Yes,0,2,38.3724511,-0.12615,2,1,3,2
53989,Yes,0,2,26.0301341,-1.5113946,2,2,3,2
53991,Yes,0,2,27.3672196,1.43225023,2,1,2,2
53992,No,0,1,35.4462035,-1.4248168,2,3,2,1
53993,Yes,0,2,26.6268571,1.34567245,2,2,1,2
53994,No,0,2,27.5425164,-1.4248168,2,2,3,1
53996,No,0,1,23.2558264,-1.6845501,2,3,3,2
53997,No,0,2,27.3175767,0.39331678,1,2,4,2
53998,No,0,1,30.3035758,1.43225023,2,2,3,1
54000,No,0,1,33.1627839,-0.90535,2,3,2,2
54001,Yes,0,3,37.0042766,-1.0785056,2,3,3,1
54004,No,0,2,29.092029,1.43225023,2,2,4,2
54005,No,0,1,27.1258447,-0.8187723,1,2,3,2
54008,Yes,0,1,49.7728027,0.47989457,2,1,4,1
54010,No,0,2,33.6645905,-0.7321945,1,1,4,2
54011,No,0,1,35.5616409,-0.4724611,2,2,1,1
54014,Yes,0,0,32.8563657,1.17251687,2,1,2,1
54015,Yes,0,1,36.2130046,-1.6845501,2,2,4,2
54017,No,0,1,28.1279565,0.91278351,2,3,3,1
54018,Yes,0,2,36.247131,-0.90535,1,2,2,2
54019,Yes,0,2,34.6292248,1.08593908,1,3,3,2
54021,Yes,0,1,24.2332104,0.56647235,2,3,2,1
54024,Yes,0,2,31.7636453,0.99936129,2,1,4,1
54026,Yes,0,3,31.2048243,-0.7321945,2,3,3,2
54027,Yes,0,1,39.381583,-1.5979723,2,1,4,1
54028,No,0,3,26.0102883,-0.2993055,2,1,4,2
54031,Yes,0,2,27.5172413,1.6919836,1,3,4,2
54032,No,0,1,26.3084499,0.56647235,2,1,1,2
54033,No,0,1,40.1722291,0.65305014,1,3,3,1
54035,No,0,0,29.4904485,0.47989457,2,2,2,2
54036,No,0,1,35.6852782,-1.1650834,2,3,2,2
54038,No,0,1,25.9223919,-0.6456167,2,1,4,2
54039,Yes,0,0,23.0389776,-1.6845501,2,2,2,2
54040,No,0,3,39.6674448,-0.5590389,2,3,4,2
54043,No,0,0,36.8872867,0.82620572,2,4,3,1
54044,No,0,1,33.7694632,-0.0395722,2,3,4,1
54045,Yes,0,3,29.8904765,1.34567245,2,2,2,2
54046,Yes,0,2,31.3864106,1.60540581,2,1,2,2
54048,Yes,0,2,34.7521399,1.08593908,1,3,1,1
54049,No,0,1,34.6319492,0.91278351,2,2,3,2
54050,No,0,2,34.3439482,0.2201612,2,3,4,1
54051,Yes,0,2,36.9652564,1.34567245,2,3,2,2
54053,No,0,2,32.8449014,0.47989457,1,3,3,2
54054,Yes,0,2,24.9903866,-0.2127277,2,3,4,2
54055,No,0,1,33.227727,-0.0395722,2,4,3,1
54056,Yes,0,1,23.5666085,0.30673899,2,3,2,2
54057,No,0,2,27.0286641,-0.7321945,2,1,1,2
54063,Yes,0,1,33.0167229,-0.90535,2,1,4,2
54064,No,0,0,29.469937,0.56647235,2,3,1,2
54065,Yes,0,1,22.9129679,-0.8187723,2,4,1,2
54067,Yes,0,0,35.3381365,1.51882802,1,3,2,2
54069,No,0,3,35.0675822,-0.0395722,2,3,3,2
54070,Yes,0,0,34.5870355,0.30673899,2,3,2,2
54073,Yes,0,2,32.9543607,-0.90535,2,2,3,2
54074,No,0,2,27.8970491,-0.9919278,1,2,2,2
54076,No,0,0,26.0225484,-0.12615,1,3,2,2
54078,Yes,0,0,23.7958556,0.2201612,1,1,3,2
54080,Yes,0,1,34.7487471,1.17251687,2,1,4,1
54081,Yes,0,2,30.9734875,-0.2993055,2,2,2,2
54082,Yes,0,1,26.5274987,-0.7321945,1,3,1,2
54083,Yes,0,2,32.7398979,-1.0785056,2,1,2,2
54085,No,0,3,23.7413812,-0.2127277,2,4,1,2
54086,No,0,1,32.064842,-0.6456167,2,1,4,2
54088,Yes,0,2,26.0693919,-0.5590389,1,3,2,2
54090,Yes,0,3,23.5926539,0.13358341,2,2,3,2
54092,No,0,1,25.741275,-0.2127277,2,1,3,2
54093,No,0,3,20.7196931,-1.4248168,2,3,2,1
54094,Yes,0,3,35.4408956,1.17251687,1,2,4,2
54096,No,0,2,28.5304402,-1.6845501,1,1,4,2
54097,No,0,1,28.4335221,-1.5113946,2,2,4,2
54100,Yes,0,1,27.835755,0.04700562,2,3,3,1
54101,Yes,0,1,23.1814884,-1.2516612,2,3,2,2
54102,No,0,1,29.0006321,0.13358341,1,2,1,2
54103,Yes,0,2,24.2325254,-0.0395722,2,1,3,2
54104,No,0,3,31.7560298,0.91278351,2,2,3,1
54105,No,0,2,30.9587721,0.91278351,1,3,4,2
54106,No,0,2,31.0971582,1.51882802,2,4,1,1
54108,No,0,2,24.1675428,-0.12615,2,1,4,2
54109,No,0,2,30.0359792,-1.2516612,1,2,1,1
54110,No,0,1,32.6919303,-1.2516612,2,1,4,1
54111,Yes,0,3,28.6199195,-1.2516612,2,3,2,2
54112,Yes,0,1,23.6091662,-0.7321945,1,2,1,2
54113,Yes,0,2,21.5319754,0.91278351,2,2,3,1
54114,Yes,0,2,27.0996994,-0.9919278,2,2,4,1
54117,Yes,0,1,30.4405238,-1.0785056,1,2,4,2
54119,No,0,2,30.649563,-1.338239,1,4,1,1
54122,No,0,2,27.5842995,-0.7321945,1,3,4,2
54124,Yes,0,2,36.721342,0.73962793,2,2,2,1
54130,Yes,0,1,25.2567508,0.39331678,2,3,2,2
54131,No,0,3,30.4845309,-0.9919278,1,1,3,1
54132,No,0,0,28.8760113,-0.5590389,2,3,3,1
54133,Yes,0,0,35.1148262,0.99936129,2,3,4,2
54134,No,0,2,21.1392086,-0.4724611,1,2,1,1
54136,No,0,2,27.3785694,1.51882802,2,2,1,1
54138,Yes,0,1,32.8049693,0.99936129,2,3,2,2
54140,No,0,1,28.0983844,1.25909466,2,2,4,2
54142,Yes,0,2,25.4653314,-0.6456167,2,2,1,1
54143,Yes,0,1,26.1589878,-0.9919278,2,2,2,2
54145,Yes,0,3,32.5591151,-0.6456167,2,2,1,2
54146,Yes,0,1,24.9742936,-1.4248168,2,3,2,2
54147,No,0,1,33.8838358,1.51882802,1,4,3,2
54148,Yes,0,1,27.5040299,0.39331678,1,2,4,2
54151,Yes,0,3,27.7197372,-0.2127277,2,2,3,2
54152,No,0,1,31.2258797,-1.5979723,2,3,2,1
54154,Yes,0,1,26.0785516,1.51882802,2,3,3,2
54155,No,0,1,26.939229,0.13358341,2,3,4,2
54157,Yes,0,1,29.9970778,-1.6845501,1,2,3,2
54158,Yes,0,1,32.7295044,0.73962793,2,3,1,2
54159,No,0,3,26.192034,0.47989457,1,2,3,2
54160,No,0,1,27.6864285,-1.4248168,2,2,1,2
54161,No,0,3,22.033173,-1.5113946,2,4,3,2
54162,Yes,0,1,34.2256452,0.47989457,1,2,1,1
54163,Yes,0,1,35.0514507,0.04700562,2,1,2,1
54164,No,0,2,25.1694944,1.60540581,2,3,2,2
54166,No,0,0,34.9948507,0.91278351,2,2,4,2
54167,No,0,0,30.8158171,-0.9919278,1,1,2,1
54170,No,0,3,37.0107528,-0.2127277,2,3,1,2
54171,No,0,1,33.4492496,0.47989457,2,3,3,1
54172,Yes,0,2,34.383477,1.60540581,2,3,1,2
54174,Yes,0,2,23.5567442,0.91278351,2,2,3,1
54176,No,0,0,34.0559227,-1.338239,2,2,4,1
54177,No,0,1,29.7524746,-1.0785056,1,1,2,2
54179,Yes,0,0,33.0194777,1.34567245,2,3,3,1
54180,Yes,0,2,30.5225925,0.65305014,1,2,3,2
54181,Yes,0,2,36.3952668,-0.2993055,2,3,4,1
54182,No,0,3,32.0148916,0.99936129,2,4,2,1
54183,Yes,0,0,28.4391037,1.17251687,2,2,4,2
54184,Yes,0,1,19.7261829,-1.338239,2,1,1,2
54185,Yes,0,3,35.0585763,-0.12615,1,2,4,2
54186,No,0,2,35.3313876,0.99936129,2,3,4,2
54188,No,0,2,25.8166765,1.17251687,1,1,3,2
54189,No,0,2,35.1334709,0.91278351,2,1,4,2
54190,No,0,1,25.4868452,1.60540581,2,2,3,2
54191,No,0,2,37.2721993,-0.2127277,2,2,3,1
54192,Yes,0,0,26.7718877,-0.9919278,2,1,1,2
54195,Yes,0,3,22.458518,-1.0785056,1,2,1,1
54196,No,0,1,27.8031534,-1.6845501,2,2,1,1
54197,Yes,0,3,31.2708086,-0.5590389,1,1,2,2
54201,No,0,2,26.0852818,1.17251687,2,1,2,2
54202,No,0,2,20.7545778,-0.4724611,2,1,2,1
54204,No,0,2,37.78799,-1.0785056,1,3,2,2
54205,No,0,2,27.621022,1.34567245,1,2,4,1
54206,Yes,0,0,23.6061135,-0.9919278,1,2,3,1
54207,Yes,0,2,33.9631531,0.04700562,2,2,3,2
54208,Yes,0,2,30.8308615,-0.9919278,2,3,1,2
54209,Yes,0,2,28.2776694,0.2201612,1,3,3,2
54211,Yes,0,1,27.7983572,-0.4724611,2,3,2,2
54212,Yes,0,3,29.8152318,-1.338239,2,2,1,2
54214,Yes,0,0,28.928479,0.30673899,2,3,1,2
54215,No,0,3,30.4730152,0.30673899,1,3,1,2
54216,Yes,0,1,34.1982376,-1.2516612,2,2,3,1
54218,Yes,0,2,30.9216081,-0.4724611,2,1,4,2
54219,No,0,3,29.9902248,-1.4248168,2,3,1,1
54220,Yes,0,2,27.8232645,1.34567245,2,3,1,2
54221,No,0,1,37.9312366,1.60540581,2,4,2,1
54222,Yes,0,1,36.8318082,0.73962793,2,2,3,2
54223,Yes,0,1,33.2114961,-0.0395722,2,3,4,1
54225,No,0,1,36.709779,1.34567245,2,1,2,2
54226,Yes,0,0,25.596766,1.43225023,1,3,4,1
54227,No,0,1,30.7956294,0.56647235,2,3,2,2
54229,No,0,2,33.532051,1.17251687,2,3,2,2
54231,Yes,0,3,27.5471158,1.08593908,2,2,1,2
54232,Yes,0,2,35.2241423,1.08593908,1,4,2,1
54233,Yes,0,2,28.9895007,-1.0785056,1,3,3,1
54235,No,0,0,19.97691,0.39331678,2,1,1,2
54236,Yes,0,0,31.7725081,-1.4248168,2,1,3,2
54237,Yes,0,2,35.8279208,-1.2516612,2,3,4,2
54239,Yes,0,1,32.5218661,1.6919836,2,3,1,2
54240,No,0,1,34.265812,0.13358341,2,2,4,2
54241,No,0,2,26.4018992,-0.2993055,1,1,4,2
54242,Yes,0,1,30.1223807,-0.4724611,1,2,2,2
54243,No,0,2,22.6285728,-1.0785056,2,2,1,2
54244,No,0,2,33.0319063,-0.2127277,1,2,3,1
54247,No,0,2,27.6357189,-1.1650834,2,4,2,2
54248,Yes,0,3,34.5108466,-0.9919278,2,4,1,2
54249,Yes,0,2,33.6855925,0.82620572,2,3,1,2
54250,Yes,0,0,34.102682,-0.0395722,1,3,2,1
54251,No,0,1,34.4747314,1.17251687,2,3,1,1
54252,No,0,2,25.833602,-1.6845501,2,2,2,1
54254,Yes,0,2,23.6723025,0.65305014,2,3,3,1
54256,Yes,0,1,37.040745,-0.2993055,1,4,4,2
54257,No,0,3,33.0470882,-0.0395722,1,2,3,1
54260,Yes,0,0,28.4286247,0.39331678,1,2,2,2
54264,No,0,2,26.8755432,1.60540581,2,1,4,2
54265,Yes,0,2,27.6280321,1.6919836,1,2,1,2
54267,Yes,0,1,26.4019951,-0.90535,1,2,2,2
54270,Yes,0,0,30.5524725,1.43225023,2,3,3,2
54271,No,0,1,26.557029,1.51882802,2,1,4,2
54274,No,0,2,35.6189265,0.04700562,1,3,1,2
54275,No,0,2,20.8576034,-0.8187723,2,2,1,1
54276,Yes,0,2,36.9488478,0.73962793,2,1,3,2
54277,Yes,0,1,25.0081734,-1.1650834,2,2,1,1
54278,No,0,1,28.2041902,-0.2127277,2,3,1,2
54279,Yes,0,2,27.6812386,-1.6845501,2,4,1,2
54280,No,0,0,23.8355214,0.13358341,1,1,2,2
54281,Yes,0,2,38.0607727,0.65305014,2,3,4,2
54282,Yes,0,1,28.4603022,0.91278351,2,3,2,1
54283,Yes,0,2,26.2537188,0.04700562,2,3,2,2
54284,Yes,0,2,33.779297,0.30673899,1,3,4,2
54285,No,0,1,37.2256987,0.91278351,2,2,1,1
54286,Yes,0,2,31.7057406,0.30673899,1,3,1,2
54287,No,0,2,31.2506047,1.6919836,1,3,3,2
54288,Yes,0,2,33.1096074,0.56647235,2,2,1,1
54289,Yes,0,1,39.7211395,0.13358341,2,3,2,1
54290,No,0,1,22.2189652,-1.5113946,1,1,2,2
54293,Yes,0,1,25.0536954,0.82620572,2,4,2,1
54295,Yes,0,0,29.7222557,0.30673899,1,3,1,1
54296,Yes,0,1,33.5785232,1.43225023,2,3,3,2
54297,No,0,2,35.8296614,0.13358341,2,3,4,2
54298,Yes,0,0,26.2725207,-1.1650834,2,3,2,2
54300,No,0,1,28.2039586,-1.5113946,1,2,3,2
54301,Yes,0,1,29.2377381,-1.4248168,2,4,1,2
54302,No,0,1,30.7181938,0.73962793,1,1,4,2
54303,Yes,0,2,25.7051777,-1.6845501,2,3,2,2
54305,Yes,0,3,35.6669572,-0.9919278,1,2,1,1
54306,No,0,0,25.8802328,-0.6456167,2,4,1,1
54307,Yes,1,1,29.309737,0.30673899,2,1,3,2
54309,No,0,1,28.0764253,-0.12615,2,2,3,1
54310,No,0,1,28.8812776,-0.90535,2,3,2,2
54311,Yes,0,2,32.2344113,-0.2127277,2,1,1,2
54312,No,0,1,32.5510722,-0.0395722,2,2,2,1
54313,Yes,0,3,32.7970331,-0.6456167,2,3,3,2
54314,Yes,0,2,25.9608267,-1.6845501,2,3,2,2
54315,Yes,0,1,29.4599143,0.47989457,2,3,1,1
54316,No,0,2,38.3448055,1.51882802,1,1,4,2
54318,No,0,0,27.1009002,-1.5979723,2,1,2,1
54319,No,0,0,31.7368724,-1.338239,1,1,1,1
54320,No,0,0,32.3605031,1.6919836,1,2,2,2
54321,No,0,1,28.7586518,-0.7321945,2,1,1,2
54323,No,0,2,30.277293,-0.12615,2,1,3,2
54324,No,0,0,23.3975078,0.47989457,1,3,2,2
54326,No,0,2,28.4210775,-1.1650834,2,3,3,1
54332,Yes,0,2,26.7991635,0.82620572,1,3,2,2
54334,Yes,0,1,32.8633683,0.39331678,2,1,1,2
