_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,category,category:confidence,category_gold,id,screenname,text
662824308,FALSE,finalized,3,2/18/15 4:35,Information,0.6582,,2.89015E+17,Nestle,Nominate innovative initiatives related to #nutrition #water or rural #development to the #NestleCSV Prize by 31 March http://t.co/trkuDBk5
662824309,FALSE,finalized,3,2/18/15 12:44,Action,0.6677,,2.24899E+17,Nestle,Food Question of the Day: Which #fruit is known as the  king of fruit  throughout the world? http://t.co/MZRixwBL
662824310,FALSE,finalized,3,2/18/15 10:20,Action,1,,2.23753E+17,Nestle,Watch this video from the Yorkshire Film Archive showing Rowntreeâ€™s passionate workers singing in 1932: http://t.co/3UcSNntU
662824311,FALSE,finalized,3,2/18/15 6:49,Information,1,,2.18695E+17,Nestle," Tackling child labour is a process,  says Auret van Heerden, President &amp  CEO Fair Labor Association #nestlecocoa http://t.co/76Ttq66p"
662824312,FALSE,finalized,3,2/18/15 4:40,Information,1,,1.90801E+17,Nestle,Our new NescafÃ© premium instant coffee with micro-granules has now been launched in Brazil http://t.co/uAOLLEyp
662824313,FALSE,finalized,3,2/18/15 13:45,Information,1,,1.89638E+17,Nestle,We're partnering with the International Osteoporosis Foundation to help raise awareness about the disease: http://t.co/Xwbl0vzJ
662824314,FALSE,finalized,3,2/18/15 13:35,Information,1,,1.40821E+17,Nestle, Disasters are always personal and human stories  Patrick Chappatte #TEDxRC2
662824315,FALSE,finalized,3,2/18/15 11:56,Information,0.6675,,1.24704E+17,Nestle,"@yummifood Withdrawal of #Guigoz1 limited to 1batch. No safety issue, only in France no other markets affected by this withdrawal. #Nestle"
662824316,FALSE,finalized,3,2/18/15 13:53,Information,0.6672,,1.24452E+17,Nestle,"@healthy_food Withdrawal of #Guigoz1 limited to 1 batch, only in France. No #baby #food safety issue. #Nestle"
662824317,FALSE,finalized,3,2/18/15 12:00,Information,1,,1.06413E+17,Nestle,We received the Stockholm Industry Water Award today recognizing our commitment to water http://t.co/dERksB0 #wwweek #CSV2011
662824318,FALSE,finalized,3,2/18/15 7:01,Action,1,,7.12951E+16,Nestle,"Julie Howard, Deputy Coordinator for Development, USAID speaking at CSV Forum. Watch live discussion now: http://bit.ly/kfNo23 #csv2011"
662824319,FALSE,finalized,3,2/18/15 13:02,Information,1,,7.12941E+16,Nestle,"Michael Porter, Professor at the Harvard Business School: more companies should work with the Creating Shared Value concept #CSV2011"
662824320,FALSE,finalized,3,2/18/15 12:48,Dialogue,0.6634,,4.86762E+16,Nestle,"Thanks. More work ahead RT@ScottPoynton Update call with Greenpeace and @Nestle I an hour. I tell you, Nestlâ€_ (cont) http://deck.ly/~7kQuW"
662824321,FALSE,finalized,3,2/18/15 11:43,Action,1,,2.91596E+17,Nestle,#Water in the post-2015 Millennium Development Goals strategy. Read new post on  our Chairmanâ€™s blog http://t.co/91sAMsnN #waterchallenge
662824322,FALSE,finalized,3,2/18/15 13:39,Exclude,1,,2.65432E+17,Nestle,"Felicationes, FundaciÃ_n Paraguaya! Excellent Development y arcenciel, ganador y finalistas del Premio NestlÃ© en CreaciÃ_n de Valor Compartido"
662824323,FALSE,finalized,3,2/18/15 12:32,Action,0.6628,,1.40822E+17,Nestle,"Fiona Terry on  #TEDxRC2  stage - virtues, challenges and responsibilities of providing neutral humanitarian aid Follow http://t.co/SWTIofxN"
662824324,FALSE,finalized,3,2/18/15 12:22,Information,0.6629,,8.42817E+16,Nestle,#Nestle among Top 5 most effective advertisers around the globe according to @effieawards http://t.co/lep7qbZ
662824325,FALSE,finalized,3,2/18/15 8:52,Information,1,,7.12952E+16,Nestle,Julie Howard: pleasing to see President Obama engaging on the issue of food security #csv2011
662824326,FALSE,finalized,3,2/18/15 13:40,Information,1,,2.25227E+17,Nestle,We're supporting a Dubai public health campaign to offer women advice on steps they can take to prevent osteoporosis: http://t.co/GqZQM9SJ
662824327,FALSE,finalized,3,2/18/15 4:24,Information,1,,2.18698E+17,Nestle," In an area like child labour there's no competition, there's work to do and we need to all work for this.  J. Lopez, EVP Global Operations"
662824328,FALSE,finalized,3,2/18/15 3:50,Information,0.6809,,1.40824E+17,Nestle, Neutrality is an incredibly important characteristic of aid organisations  Fiona Terry  #TEDxRC2
662824329,FALSE,finalized,3,2/18/15 11:54,Action,0.6663,,8.79085E+16,Nestle,#Nestle France voluntarily recalls a single batch (L10980295) of banana baby food. This applies to France only. For info http://t.co/gksxOHK
662824330,FALSE,finalized,3,2/18/15 7:43,Information,1,,15768154684,Nestle,NestlÃ© completes rebuilding project in Chile http://bit.ly/c6HFix
662824331,FALSE,finalized,3,2/18/15 13:45,Information,1,,3.90128E+17,Nestle,We help #ruralwomen dairy farmers in India increase production&amp produce higher-quality milk through targeted education http://t.co/alHpAzKzUi
662824332,FALSE,finalized,3,2/18/15 13:46,Action,1,,3.90057E+17,Nestle,Today is Intâ€™l Day of #ruralwomen. Find out how we help to empower female farmers in Pakistan http://t.co/WfR7TaAvV3 http://t.co/nYJouX9Yp1
662824333,FALSE,finalized,3,2/18/15 7:04,Information,1,,2.94063E+17,Nestle,#Nestle CEO:â€œResilience is being reactive.We're permanently working for better future. Resilience is focusing on things we believe in.  #WEF
662824334,FALSE,finalized,3,2/18/15 12:23,Action,1,,2.66894E+17,Nestle,@wxyzdetroit We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. More info: http://t.co/FvWc7mUr
662824335,FALSE,finalized,3,2/18/15 10:27,Action,1,,2.66894E+17,Nestle,@CNNBRK We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. For further info: http://t.co/FvWc7mUr
662824336,FALSE,finalized,3,2/18/15 6:59,Action,1,,2.66503E+17,Nestle,Weâ€™re opening our first #nestle research and development centre in India. Read more:  http://t.co/Ys9Q3EWl
662824337,FALSE,finalized,3,2/18/15 5:22,Information,1,,2.42512E+17,Nestle,We're boosting our research and development in Switzerland by extending our Product Technology Centre in Konolfingen http://t.co/oSDIE2iD
662824338,FALSE,finalized,3,2/18/15 9:03,Dialogue,0.6743,,2.42369E+17,Nestle,@DebWharfe Australian tests have reconfirmed #Nestle NAN H.A. 1 Gold infant formula is safe. Update here: http://t.co/OsLjuDg1
662824339,FALSE,finalized,3,2/18/15 12:54,Information,1,,2.25694E+17,Nestle,NestlÃ© Health Science CEO Luis Cantarell: â€œOur stake in Accera is a strategic step forward in building up our brain health portfolio. 
662824340,FALSE,finalized,3,2/18/15 12:36,Information,1,,2.25694E+17,Nestle,NestlÃ© Health Science buys stake in US firm Accera which makes medical food prescribed to Alzheimer's patients: http://t.co/O7lifQvx
662824341,FALSE,finalized,3,2/18/15 4:01,Information,1,,2.25694E+17,Nestle,NestlÃ© in the news: AP on the NestlÃ© Health Science acquisition - http://t.co/eJVFGQhv
662824342,FALSE,finalized,3,2/18/15 13:04,Information,0.6602,,2.18704E+17,Nestle," There are a lot of people who are trying to do the right thing &amp  we need to break those silos and work together,  JosÃ© Lopez. #nestlecocoa"
662824343,FALSE,finalized,3,2/18/15 13:50,Information,1,,2.18703E+17,Nestle," This is a long term development goal. It is something that everybody needs to recognize,  Auret van Heerden, President of FLA. #nestlecocoa"
662824344,FALSE,finalized,3,2/18/15 12:08,Information,1,,2.187E+17,Nestle," The important thing is to commit to eradicate child labour with an annual target and transparent reporting,  says Auret van Heerden, FLA."
662824345,FALSE,finalized,3,2/18/15 11:18,Information,1,,1.9296E+17,Nestle,"â€œIn 2011 we renovated our portfolio, improving the #health and #nutritional profile of over 5,000 productsâ€ù #Nestle CEO P.Bulcke #NestleAGM"
662824346,FALSE,finalized,3,2/18/15 4:30,Information,0.6582,,1.92956E+17,Nestle,"NOW: Live webcast, our Chairman P. Brabeck talks about NestlÃ©â€™s strong financial results in 2011 http://t.co/e4oBFvv8 #NestleAGM #Nestle"
662824347,FALSE,finalized,3,2/18/15 11:44,Action,1,,1.61433E+17,Nestle,@shivanishah We are committed to addressing the child labour problem. You can read more on FLA website http://t.co/CKERHPDK  #Nestle
662824348,FALSE,finalized,3,2/18/15 13:08,Information,1,,1.40829E+17,Nestle,Dialogue is about listening to each other. We have never had as many means of communicating & reaching each other @jonasgahrstore #TEDxRC2
662824349,FALSE,finalized,3,2/18/15 3:53,Information,1,,1.24846E+17,Nestle,Did you know we support nearly 300 initiatives which support United Nation's Millennium Development Goals? http://t.co/jxjAvSaD
662824350,FALSE,finalized,3,2/18/15 13:35,Action,0.6569,,1.13896E+17,Nestle,@WillRun4Health Thanks for your concern. Our #Nestea product has never been tested on animals. Find out more: http://t.co/Bh5FjNa
662824351,FALSE,finalized,3,2/18/15 13:56,Information,0.646,,9.01184E+16,Nestle,@blaizee @dhanyarajendran Here's a clarification on the scope of the voluntary baby food recall in France http://t.co/i3VfHLM
662824352,FALSE,finalized,3,2/18/15 13:43,Dialogue,0.6718,,8.90088E+16,Nestle,@ElaKuz @thesixthnewkid  Here's a clarification on the scope of the voluntary baby food recall in France. http://t.co/i3VfHLM #gerber
662824353,FALSE,finalized,3,2/18/15 13:44,Information,1,,8.86587E+16,Nestle,Here is a clarification on the scope of the voluntary baby food recall in France.  http://t.co/i3VfHLM @Alyssa_Milano.
662824354,FALSE,finalized,3,2/18/15 5:16,Information,1,,7.12974E+16,Nestle,HBS Prof Michael Porter speaks to panel about business as powerful vehicle for development http://yfrog.com/h0pf1itsj
662824355,FALSE,finalized,3,2/18/15 9:15,Information,1,,5.05859E+16,Nestle,More discussion on the impact of #biofuels on #food prices in The Independent newspaper http://ind.pn/dEVZTR #corn
662824356,FALSE,finalized,3,2/18/15 11:39,Information,1,,5.05646E+16,Nestle,Our Chairman Peter Brabeck-Letmathe discusses the causes and impact of rising #food prices on CNBC http://bit.ly/gWrkay #biofuels
662824357,FALSE,finalized,3,2/18/15 10:35,Information,1,,5.01226E+16,Nestle,NestlÃ© Nutrition Institute workshop focuses on micronutrient deficiencies http://bit.ly/gck0ks  #nutrition
662824358,FALSE,finalized,3,2/18/15 3:57,Information,1,,16231304936,Nestle,"NestlÃ© invests in a new factory in Russia, producing Maggi products  http://bit.ly/a6f9uA"
662824359,FALSE,finalized,3,2/18/15 13:19,Information,0.6614,,3.90504E+17,Nestle,Our Nutrir programme in Ecuador teaches children how to grow fresh fruit and vegetables: http://t.co/nVucUwOAva #WFD2013
662824360,FALSE,finalized,3,2/18/15 13:49,Information,1,,3.90471E+17,Nestle,â€˜You're in charge of your own bodyâ€™ Our Healthy Kids programme in Japan helps children adopt a healthy diet http://t.co/e2c3pbBu07 #WFD2013
662824361,FALSE,finalized,3,2/18/15 13:22,Action,1,,3.90459E+17,Nestle,Beslenebilirim = I can eat well. Find out how weâ€™re helping children in Turkey learn about healthy eating: http://t.co/y145zIYRYl #WFD2013
662824362,FALSE,finalized,3,2/18/15 12:24,Information,1,,3.90401E+17,Nestle,We are helping address micronutrient deficiencies in the developing world http://t.co/XP3kKKIJpM #WFD2013 http://t.co/IAXHmJebga
662824363,FALSE,finalized,3,2/18/15 11:31,Information,1,,2.95118E+17,Nestle,#Nestle CEO Paul Bulcke at #OFD #WEF: â€œManaging the obesity epidemic requires a collaborative multi-stakeholder approach.â€ù
662824364,FALSE,finalized,3,2/18/15 11:31,Information,1,,2.94743E+17,Nestle,Our Chairman #PeterBrabeck is taking part in a session at the #WEF today on sustainable growth and development. #Nestlecsv
662824365,FALSE,finalized,3,2/18/15 11:53,Action,1,,2.66898E+17,Nestle,@TGCCCFL We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. More info: http://t.co/FvWc7mUr
662824366,FALSE,finalized,3,2/18/15 10:20,Action,0.6763,,2.66898E+17,Nestle,@FOX59 We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. For further info: http://t.co/FvWc7mUr
662824367,FALSE,finalized,3,2/18/15 4:32,Information,0.6573,,2.66897E+17,Nestle,@WTNH We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. For further info: http://t.co/FvWc7mUr
662824368,FALSE,finalized,3,2/18/15 12:58,Action,0.6604,,2.66897E+17,Nestle,@7News We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. More info: http://t.co/FvWc7mUr
662824369,FALSE,finalized,3,2/18/15 4:32,Action,0.6775,,2.66896E+17,Nestle,@FoodSafety We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. More info: http://t.co/FvWc7mUr
662824370,FALSE,finalized,3,2/18/15 13:18,Dialogue,0.3431,,2.66896E+17,Nestle,@KIRO7Seattle We have voluntarily recalled limited amounts of Nesquik chocolate powder sold only in the US. More info: http://t.co/FvWc7mUr
662824371,FALSE,finalized,3,2/18/15 9:29,Information,1,,2.46533E+17,Nestle,We have topped the Carbon Disclosure Project's 2012 list of global companies cutting greenhouse gas emissions: http://t.co/bsiIScm5 #nestle
662824372,FALSE,finalized,3,2/18/15 13:14,Action,0.6728,,2.46275E+17,Nestle,What's your favorite healthy afternoon #snack? http://t.co/rcEqWH8Q
662824373,FALSE,finalized,3,2/18/15 12:21,Action,1,,2.45673E+17,Nestle,@DandyUJSpA @FoodProdDaily Tests reconfirmed the safety of #Nestle NAN H.A. 1 Gold. More here: http://t.co/OsLjuDg1
662824374,FALSE,finalized,3,2/18/15 11:55,Information,1,,2.43281E+17,Nestle,Our Corporate Head of Agriculture writes for Global Food for Thought about a new approach to agricultural development: http://t.co/8lSAfEMR
662824375,FALSE,finalized,3,2/18/15 13:29,Dialogue,1,,2.29942E+17,Nestle,Congratulations Mirga GraÅ_inyte-Tyla from Lithuania - winner of #NestlÃ© and Salzburg Festival Young Conductors Award! http://t.co/8ltGClBt
662824376,FALSE,finalized,3,2/18/15 4:01,Information,1,,2.28462E+17,Nestle,"Weâ€™ve reaffirmed our commitment to support more than 20,000 #coffee farmer households in Vietnam: http://t.co/DXLUzeBO #nestle"
662824377,FALSE,finalized,3,2/18/15 13:37,Information,0.6963,,2.18717E+17,Nestle,@zobomojo Read the most important action we will take in 2012 to tackle the #child #labour issue http://t.co/7r5jiNOW
662824378,FALSE,finalized,3,2/18/15 5:21,Information,0.6747,,2.18717E+17,Nestle,@NYFairTrade Read the most important action we will take in 2012 to tackle the #child #labour issue http://t.co/7r5jiNOW
662824379,FALSE,finalized,3,2/18/15 9:19,Action,1,,2.18716E+17,Nestle,@tnewmstweet Read the most important action we will take in 2012 to tackle the #child #labour issue http://t.co/7r5jiNOW
662824380,FALSE,finalized,3,2/18/15 12:54,Action,0.66,,2.18716E+17,Nestle,@SamarJamal Read the most important action we will take in 2012 to tackle the #child #labour issue http://t.co/7r5jiNOW
662824381,FALSE,finalized,3,2/18/15 13:44,Action,1,,2.18716E+17,Nestle,@tnewmstweet @hwhawksley Read the most important action we will take in 2012 to tackle the #child #labour issue http://t.co/7r5jiNOW
662824382,FALSE,finalized,3,2/18/15 3:52,Information,1,,1.6249E+17,Nestle,"We're taking part in important topics around food, energy and the economy being discussed at #WEF #Davos http://t.co/6vkhn3hp"
662824383,FALSE,finalized,3,2/18/15 11:43,Action,0.6663,,1.61854E+17,Nestle,Visit #MaisonCailler 2 reveal ur chocolate personality & receive ur customized boxes of the finest in Swiss chocolate! http://t.co/odV1R4Nt
662824384,FALSE,finalized,3,2/18/15 5:16,Information,1,,1.41073E+17,Nestle,We're 1st food company to partner w/Fair Labor Association to take action against child labour on #cocoa farms #Nestle http://t.co/j9mnqgtc
662824385,FALSE,finalized,3,2/18/15 6:47,Exclude,1,,9.06719E+16,Nestle,@ana_paola_amaya @Maria_So3 ClarificaciÃ_n: Retiro voluntario de un lote de colados Pâ€™tit Pot Ãºnicamente en Francia http://t.co/lhTURgB
662824386,FALSE,finalized,3,2/18/15 5:18,Exclude,1,,9.04644E+16,Nestle,@Cakeandmakeup @djchaini ClarificaciÃ_n: Retiro voluntario de 1 lote de colados Pâ€™tit Pot Ãºnicamente en Francia http://t.co/lhTURgB
662824387,FALSE,finalized,3,2/18/15 12:14,Exclude,1,,9.04549E+16,Nestle,@ricardochial @DavisZone #panama ClarificaciÃ_n: Retiro voluntario de un lote de colados Pâ€™tit Pot Ãºnicamente en Francia http://t.co/lhTURgB
662824388,FALSE,finalized,3,2/18/15 6:50,Exclude,1,,9.04537E+16,Nestle,@IvonneVela @ClauDiaJuliaNaG ClarificaciÃ_n: Retiro voluntario de 1 lote de colados Pâ€™tit Pot Ãºnicamente en Francia http://t.co/lhTURgB
662824389,FALSE,finalized,3,2/18/15 12:43,Information,1,,7.13005E+16,Nestle,"Creating Shared Value is as valid in the developing as in the developed world, says Peter Brabeck-Letmathe #nestle #csv2011"
662824390,FALSE,finalized,3,2/18/15 4:27,Information,1,,5.09238E+16,Nestle,Peter Brabeck-Letmathe speaks to Reuters about how Creating Shared Value contrasts with philanthropy http://reut.rs/gRYFjr #CSV
662824391,FALSE,finalized,3,2/18/15 13:06,Information,1,,18110518674,Nestle,NestlÃ© healthy kids expands work with Chinese schools http://twurl.nl/3bour4
662824392,FALSE,finalized,3,2/18/15 9:17,Information,1,,17564339823,Nestle,Nestle invests in Equatorial Africa http://twurl.nl/tihoag
662824393,FALSE,finalized,3,2/18/15 13:42,Information,1,,3.90755E+17,Nestle,#Nestle CEO  We believe in decentralisation. Food is local. We try to bring our decision making as close as possible to where consumers are 
662824394,FALSE,finalized,3,2/18/15 9:01,Information,1,,3.9075E+17,Nestle,#Nestle CEO  It's all about people. We are serious about finding the right people...and we pride ourselves on diversity. 
662824395,FALSE,finalized,3,2/18/15 8:38,Information,1,,3.90712E+17,Nestle,#Nestle CEO: Todayâ€™s challenging environment is the right time to further reinforce the fundamentals of our business http://t.co/ioijTIJmNR
662824396,FALSE,finalized,3,2/18/15 12:21,Information,1,,3.90709E+17,Nestle,#Nestle 2013 9mth sales: 1.1% organic growth in developed markets and 8.8% in emerging markets
662824397,FALSE,finalized,3,2/18/15 8:36,Information,1,,3.91111E+17,Nestle,#Nestle's Laurent Freixe  Unemployment is also a big problem...the worst is youth unemployment. Europe needs its youth at work.  #wf13
662824398,FALSE,finalized,3,2/18/15 13:42,Information,1,,3.91106E+17,Nestle,"#nestle David Rennie: â€œFood sustainability isnâ€™t only about environment but also nutrition, social and economic aspectsâ€ù #epc_eu"
662824399,FALSE,finalized,3,2/18/15 9:32,Information,1,,3.92323E+17,Nestle,Weâ€™re the 1. to sign up to a European initiative to increase fairness in the food supply chain http://t.co/So5WZdpuBD http://t.co/o9u8tzYrRR
662824400,FALSE,finalized,3,2/18/15 13:43,Information,1,,3.93024E+17,Nestle,â€œ#Nestle among the first companies to sign up to supply chain initiativeâ€ù http://t.co/yENc84Vgc5 via @FoodNavigator
662824401,FALSE,finalized,3,2/18/15 12:24,Action,1,,3.92919E+17,Nestle,1 year on: See what we've achieved with the Fair Labor Association http://t.co/m3u8Pm2ssK #childlabour #zerotolerance http://t.co/st33IWEdtr
662824402,FALSE,finalized,3,2/18/15 12:59,Information,1,,3.93388E+17,Nestle,"Barbara Rolls  We need to find effective strategies to build consumer demand for lower-energy-dense, nutritious foods.  #NINS2013"
662824403,FALSE,finalized,3,2/18/15 14:16,Information,1,,3.93388E+17,Nestle,Barbara Rolls  In one study we found that serving larger portions of fruit to children at a meal increased their intake by 70%  #NINS2013
662824404,FALSE,finalized,3,2/18/15 12:20,Information,1,,3.93388E+17,Nestle,"Barbara Rolls 2/2  ....these foods must also be nutrient dense, palatable and affordable.  #NINS2013"
662824405,FALSE,finalized,3,2/18/15 11:49,Information,1,,3.93387E+17,Nestle,Barbara Rolls 1/2  We need to increase availability &amp  consumption of foods that provide satisfying portions with fewer calories... #NINS2013
662824406,FALSE,finalized,3,2/18/15 9:34,Information,1,,3.93387E+17,Nestle,Barbara Rolls  Simple strategies focusing on energy density of food may also help to prevent weight regain after weight loss.  #NINS2013
662824407,FALSE,finalized,3,2/18/15 8:43,Information,1,,3.93385E+17,Nestle,"Barbara Rolls 2/2 ...Serve larger portions of veg,fruit&amp low energy dense foods while moderating portions of high energy dense food #NINS2013"
662824408,FALSE,finalized,3,2/18/15 4:38,Information,0.6582,,3.93382E+17,Nestle,Barbara Rolls:  One study suggested that decreasing the energy density of food is associated with a reduction in energy intake.  #NINS2013
662824409,FALSE,finalized,3,2/18/15 11:58,Information,1,,3.93379E+17,Nestle,Barbara Rolls:  What we need to consider is that the water content of food has the biggest impact on energy density.  #NINS2013
662824410,FALSE,finalized,3,2/18/15 12:58,Information,1,,3.93369E+17,Nestle,Elaine Holmes:  Studies have shown that we acquire our gut microbiome from birth.  #NINS2013
662824411,FALSE,finalized,3,2/18/15 13:45,Information,1,,3.93358E+17,Nestle,Barbara Cannon is talking about whether humans have 'brown fat' - a type of adipose tissue that generates body heat #NINS2013
662824412,FALSE,finalized,3,2/18/15 13:43,Action,0.6977,,3.93324E+17,Nestle,#NINS2013 John Speakman study of correlation between parent/child body composition&amp physical activity available here: http://t.co/Q2U87CoLQb
662824413,FALSE,finalized,3,2/18/15 12:18,Information,1,,3.93301E+17,Nestle,"Adam Drewnowski:  In some developing countries we see the inverse, where higher income predicts higher obesity rates.  #NINS2013"
662824414,FALSE,finalized,3,2/18/15 4:21,Information,0.6573,,3.93284E+17,Nestle,Prof Bray:  Income inequality is related to obesity in many countries....there is a very strong relationship.  #NINS2013
662824415,FALSE,finalized,3,2/18/15 8:42,Information,1,,3.93283E+17,Nestle,Prof Bray:  Sedentary activity went up steadily between 1960-2010...We do a lot less now than we did in 1960.  #NINS2013
662824416,FALSE,finalized,3,2/18/15 9:04,Information,0.6643,,3.9328E+17,Nestle,Prof Bray  We seem to respond to beverages with calories in a different way to foods.  #NINS2013
662824417,FALSE,finalized,3,2/18/15 12:55,Information,1,,3.93277E+17,Nestle,"Prof Bray  If we don't halt obesity, healthcare costs of treating diabetes will be staggering for healthcare providers worldwide  #NINS2013"
662824418,FALSE,finalized,3,2/18/15 12:15,Action,1,,3.93273E+17,Nestle,"#NINS2013 session 1 has begun, chaired by Mike Gibney, Institute of Food&amp Health, Uni College, Dublin. Live webcast: http://t.co/kVFrdgUpuO"
662824419,FALSE,finalized,3,2/18/15 13:58,Information,1,,3.93752E+17,Nestle,Gluckman  We've not thought enough about how you wean children to have optimal taste and food preferences.  #NINS2013
662824420,FALSE,finalized,3,2/18/15 6:53,Information,1,,3.93752E+17,Nestle,"Gluckman says if there's a public health measure that's needed urgently, it's preventing gestational diabetes #NINS2013"
662824421,FALSE,finalized,3,2/18/15 13:32,Information,1,,3.93751E+17,Nestle,Gluckman  30% of women in Asia's big cities get gestational diabetes. A high proportion of them go on to develop type 2 diabetes  #NINS2013
662824422,FALSE,finalized,3,2/18/15 9:04,Information,0.6643,,3.93749E+17,Nestle,P Gluckman says a fetus takes signals from mother as indicators of environment it will be born into&amp adapts development accordingly #NINS2013
662824423,FALSE,finalized,3,2/18/15 12:16,Information,1,,3.93748E+17,Nestle,Gluckman  We've not discussed at all how someone's willingess to exercise develops. It's an area that must be further investigated #NINS2013
662824424,FALSE,finalized,3,2/18/15 9:36,Information,1,,3.93745E+17,Nestle,"P Gluckman 2/2  ...that's why humans are fattest species on planet when we are born- fatter than a guinea pig, a whale or a seal.  #NINS2013"
662824425,FALSE,finalized,3,2/18/15 6:58,Information,1,,3.93745E+17,Nestle,P Gluckman 1/2  Fat is a critical buffer for the brain while it is developing in the very early years of life...  #NINS2013
662824426,FALSE,finalized,3,2/18/15 6:56,Information,1,,3.93744E+17,Nestle,Gluckman  50% people in some low&amp mid income countries are obese. Prevention strategies here should be diff to developed countries  #NINS2013
662824427,FALSE,finalized,3,2/18/15 12:41,Information,1,,3.93743E+17,Nestle,P Gluckman  Statistics show that populations in emerging countries have a higher vulnerability to non-communicable diseases  #NINS2013
662824428,FALSE,finalized,3,2/18/15 5:13,Information,1,,3.93741E+17,Nestle,"P Gluckman  There are, for example, important cultural differences in perceptions of body shape.  #NINS2013"
662824429,FALSE,finalized,3,2/18/15 11:20,Information,1,,3.93741E+17,Nestle,"P Gluckman  We've not spent enough time thinking about the social, economic &amp  cultural contexts that relate to obesity  #NINS2013"
662824430,FALSE,finalized,3,2/18/15 8:55,Information,0.6643,,3.93739E+17,Nestle,B Rolls  A big behavorial component to this: when you're financially secure you're not worrying about where next meal coming from  #NINS2013
662824431,FALSE,finalized,3,2/18/15 9:30,Information,1,,3.93734E+17,Nestle,Prof Bhutta  Tackling non-communicable disease requires public sector action and a strong agreement from agriculture &amp  industry  #NINS2013
662824432,FALSE,finalized,3,2/18/15 3:59,Information,1,,3.93734E+17,Nestle,Z Bhutta  Many developing countries are facing problem of increasing life expectancy but not necessarily improved quality of life  #NINS2013
662824433,FALSE,finalized,3,2/18/15 13:32,Information,1,,3.93733E+17,Nestle,Barbara Rolls 2/2 ... but studies of such education programmes often produce poor results. So we need to keep working on these.  #NINS2013
662824434,FALSE,finalized,3,2/18/15 12:38,Information,1,,3.93733E+17,Nestle,Barbara Rolls 1/2  I think most of us believe educating people about what they're eating would be a good thing... #NINS2013
662824435,FALSE,finalized,3,2/18/15 9:29,Information,1,,3.93732E+17,Nestle,Prof Bhutta  We need to link our agriculture and food systems holistically.  #NINS2013
662824436,FALSE,finalized,3,2/18/15 13:57,Information,1,,3.93732E+17,Nestle,"Z Bhutta: Problems with food&amp land systems include land acquistion, commodity speculation affecting food prices&amp lack of discussion #NINS2013"
662824437,FALSE,finalized,3,2/18/15 12:46,Information,1,,3.93729E+17,Nestle,"Barbara Rolls  Diet and exercise are needed for your general health, we're not just talking about obesity.  #NINS2013"
662824438,FALSE,finalized,3,2/18/15 8:43,Information,1,,3.937E+17,Nestle,Steven Heymsfield:  Chronic non-communicable disease is the major health problem of the day  #NINS2013
662824439,FALSE,finalized,3,2/18/15 12:23,Information,1,,3.93698E+17,Nestle,John Foreyt  Longer-term treatments have shown promise in encouraging people to maintain healthier behaviours for the long-term  #NINS2013
662824440,FALSE,finalized,3,2/18/15 13:35,Information,1,,3.9369E+17,Nestle,John Foreyt  Without social support it's really tough for people to lose weight.  #NINS2013
662824441,FALSE,finalized,3,2/18/15 4:31,Information,1,,3.9369E+17,Nestle,"Coffee farmer Cesar  - one of 147,000 working with  #nestle in the #nescafe plan creating #sharedvalue #CSVForum http://t.co/AyWkrKoEnv"
662824442,FALSE,finalized,3,2/18/15 8:50,Information,1,,3.9369E+17,Nestle,J Foreyt  The longer people stay in intervention treatment the longer they adhere to recommended patterns of activity &amp  diet  #NINS2013
662824443,FALSE,finalized,3,2/18/15 13:38,Information,1,,3.93689E+17,Nestle,John Foreyt:  The goal of behavioural intervention is to help obese individuals adhere to a healthy lifestyle  #NINS2013
662824444,FALSE,finalized,3,2/18/15 12:19,Information,1,,3.93688E+17,Nestle,"John Foreyt:  Stress, anger, anxiety, boredom &amp depression are among the emotional factors that interfere with a healthy lifestyle  #NINS2013"
662824445,FALSE,finalized,3,2/18/15 13:23,Information,1,,3.93669E+17,Nestle,Berthold Koletzko: Children who are more hungry appear to be given solids by mothers earlier than those who are more satisfied. #NINS2013
662824446,FALSE,finalized,3,2/18/15 9:07,Information,1,,3.93661E+17,Nestle,"Berthold Koletzko, Children's Hospital, Uni of Munich is up now, talking about infant feeding practices &amp  development of obesity #NINS2013"
662824447,FALSE,finalized,3,2/18/15 3:59,Information,0.6809,,3.93652E+17,Nestle,James Hill  I think getting sedentary people to do even a little bit of regular activity would help their body weight regulation  #NINS2013
662824448,FALSE,finalized,3,2/18/15 8:41,Information,1,,3.93648E+17,Nestle,James Hill  Available data suggests people do not necessarily reduce their energy intake when they reduce their physcial activity  #NINS2013
662824449,FALSE,finalized,3,2/18/15 3:53,Information,1,,3.93646E+17,Nestle,James Hill  Another thing that's changed is housework - the amount of energy we expend doing work around the home has decreased  #NINS2013
